station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Covent Garden,,,0.0,2.0,2.0,,0.0,0.0,,3.0,1.0,0.0,0.0,4.0,1.0,17.0,2.0,1.0,0.0,1.0,0.0,,,0.0,1.0,1.0,1.0,4.0,0.0,,8.0,1.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,,,1.0,,,,2.0,3.0,6.0,2.0,2.0,,0.0,,,0.0,0.0,11.0,8.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,2.0,0.0,,8.0,,,0.0,6.0,3.0,0.0,6.0,0.0,1.0,,1.0,,,1.0,,0.0,,1.0,0.0,0.0,4.0,,,0.0,2.0,14.0,0.0,,1.0,,,,,0.0,2.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,5.0,0.0,0.0,26.0,1.0,1.0,,,,0.0,0.0,0.0,,2.0,0.0,,,,1.0,0.0,,,1.0,,0.0,0.0,0.0,,0.0,,12.0,0.0,3.0,0.0,1.0,1.0,,0.0,21.0,,0.0,,0.0,,,11.0,7.0,,,0.0,0.0,0.0,,3.0,2.0,,1.0,1.0,0.0,0.0,6.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,0.0,1.0,18.0,4.0,0.0,1.0,,,0.0,15.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,2.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,4.0,,1.0,,,2.0,0.0,,,2.0,0.0,,0.0,,0.0,4.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,4.0,,5.0,1.0,6.0,0.0,,0.0,,0.0,0.0,,0.0,4.0,,,0.0,0.0,,1.0,,4.0,,0.0,0.0,1.0,16.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,10.0,1.0,,,0.0,,,7.0,0.0,10.0,0.0,,,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,7.0,1.0,,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,404.0
Crossharbour,3.0,,,,,7.0,,,,,,,,,,186.0,,,,,,2.0,,,,,,,,10.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,543.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,33.0,5.0,,,,,,,11.0,7.0,,,,,,,,17.0,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,4.0,,,,,,,21.0,,,19.0,,,,,28.0,,,10.0,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,22.0,,6.0,4.0,,,,,,,,,,,,,,,,5.0,,7.0,,,,,,,43.0,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,9.0,,,,,142.0,,8.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,10.0,,,7.0,,19.0,,,,,,,,,,,,,,,13.0,1726.0
Crouch Hill,,2.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,14.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,18.0,,,,,,8.0,7.0,3.0,,,,,,18.0,,5.0,,12.0,2.0,,,,,,,,,,,,2.0,56.0,,,,,,,,,,,,,,,,4.0,,,,5.0,5.0,,9.0,,2.0,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,16.0,,,,,,3.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,6.0,,,2.0,,,,,,,,3.0,,,9.0,,,,22.0,,,,,,,,,,,,,11.0,,,,,2.0,,1.0,,,393.0
Croxley,,,3.0,7.0,,,2.0,1.0,,8.0,3.0,,,15.0,,44.0,9.0,5.0,,4.0,,,,,,,,10.0,,,18.0,,2.0,,,,,,5.0,,,,,,,,,,3.0,,,,7.0,14.0,31.0,11.0,,,1.0,,,2.0,2.0,13.0,7.0,1.0,,,,,3.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,8.0,,6.0,,,10.0,,,,,9.0,,19.0,,5.0,,7.0,,,5.0,,,,,,,,,,,8.0,21.0,,,6.0,,,,,,15.0,,,,3.0,,,,9.0,,,,,,,,,,6.0,,20.0,,,18.0,3.0,,,,,,,,,3.0,,,,,2.0,,,,,,,,4.0,,,,25.0,2.0,7.0,3.0,2.0,,,2.0,9.0,,,,,,,36.0,21.0,,,,,,,8.0,,,5.0,4.0,,8.0,18.0,,,,2.0,,,,,,5.0,1.0,,,,5.0,8.0,4.0,,6.0,,13.0,,,32.0,17.0,3.0,3.0,,,,13.0,6.0,2.0,,,,2.0,,,,3.0,,1.0,,,2.0,,,,,6.0,,,,,,,1.0,,,6.0,,9.0,,,,,,,8.0,,,,,,13.0,,,,,,,,,,10.0,,12.0,6.0,12.0,,,,,2.0,,,,30.0,,,,,,4.0,,7.0,,,,4.0,16.0,4.0,,,,,,,,,,,,,6.0,13.0,24.0,5.0,,,,,,15.0,,18.0,17.0,,,2.0,11.0,,6.0,,,5.0,8.0,,,,,,,,13.0,6.0,,13.0,2.0,5.0,5.0,,3.0,2.0,,,,,,1033.0
Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,12.0,,,,,,,,27.0,,48.0,,339.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,35.0,,23.0,25.0,,,,34.0,,,,,,,,,,,,,,,,,,229.0,,,,,,30.0,29.0,,,,,43.0,,,,,,,,19.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,136.0,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,68.0,,,,,,,,,,,,,,244.0,,42.0,,,,,,,,,,1937.0
Custom House,,,,,,3.0,,,,,,,,,,90.0,,,,,,3.0,2.0,,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,134.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,8.0,,,,,,,3.0,3.0,,,,,,,,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,9.0,,,5.0,,,,,11.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,,31.0,2.0,,,,,,,,,,,,,,,,12.0,,27.0,,,,,,,19.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,10.0,,,,,117.0,5.0,6.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,3.0,,,,,7.0,,,,,,,,,,,,,,,10.0,786.0
Cutty Sark,4.0,,,,,9.0,,,,,,,,,,280.0,,,,,,4.0,1.0,,,,,,,12.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,514.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,9.0,,7.0,,,,,,,42.0,9.0,,,,,,,,22.0,,,,,,,,11.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,7.0,,,,,,,26.0,,,54.0,,,,,35.0,,,15.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,24.0,,8.0,6.0,,,,,,,,,,,,,,,,7.0,,9.0,,,,,,,60.0,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,12.0,,,,,214.0,8.0,12.0,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,10.0,,,10.0,,22.0,,,,,,,,,,,,,,,21.0,2122.0
Cyprus,2.0,,,,,2.0,,,,,,,,,,71.0,,,,,,6.0,5.0,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,88.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,8.0,4.0,,,,,,,,2.0,2.0,,,,,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,6.0,,,4.0,,,,,8.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,9.0,2.0,,,,,,,,,,,,,,,,13.0,,6.0,,,,,,,14.0,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,5.0,,,,,80.0,3.0,4.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,4.0,,5.0,,,,,,,,,,,,,,,8.0,499.0
Dagenham East,,,3.0,,15.0,,1.0,,,13.0,,2.0,1.0,19.0,6.0,82.0,15.0,36.0,,5.0,,,,9.0,4.0,7.0,11.0,17.0,,,25.0,7.0,,,,4.0,,,8.0,,6.0,,,,1.0,1.0,,,4.0,,,,10.0,30.0,77.0,32.0,9.0,,,,,,3.0,22.0,11.0,,,,,,,4.0,,,,3.0,,,3.0,,8.0,,,,,,,,,34.0,,,2.0,,,,2.0,6.0,,9.0,3.0,2.0,11.0,,3.0,,,10.0,,11.0,7.0,,15.0,,,1.0,22.0,12.0,,34.0,,5.0,,11.0,,,6.0,,2.0,,8.0,3.0,,10.0,,,,11.0,30.0,2.0,,6.0,,,,,,18.0,4.0,,2.0,,,,,4.0,,2.0,,1.0,,3.0,3.0,,1.0,8.0,,,,,28.0,4.0,4.0,,,7.0,1.0,1.0,1.0,,5.0,,,,,3.0,,,,6.0,,,,3.0,,,,38.0,2.0,10.0,4.0,,4.0,,,13.0,,5.0,,5.0,,,70.0,38.0,,,2.0,2.0,,,14.0,9.0,,7.0,10.0,,,34.0,2.0,6.0,,1.0,,,,4.0,,15.0,,,1.0,1.0,2.0,,,,8.0,1.0,24.0,,5.0,45.0,22.0,2.0,4.0,,,,18.0,9.0,,5.0,,,,,,4.0,4.0,,1.0,4.0,3.0,,,,6.0,6.0,,,,,,2.0,,,,,9.0,,,,,12.0,,,,12.0,2.0,,,,,18.0,,,,,2.0,2.0,,,,16.0,,18.0,6.0,20.0,2.0,,1.0,,6.0,3.0,,1.0,87.0,,,,,,4.0,,12.0,,,2.0,6.0,24.0,8.0,,,15.0,,,,,8.0,6.0,6.0,,8.0,4.0,19.0,35.0,11.0,,,,,,22.0,,29.0,1.0,,,2.0,7.0,,8.0,,,16.0,,,,3.0,,,3.0,,21.0,8.0,,30.0,2.0,6.0,7.0,,4.0,3.0,,2.0,,,,1932.0
Dagenham Heathway,,,5.0,,26.0,,,,,22.0,6.0,3.0,2.0,31.0,9.0,138.0,26.0,71.0,1.0,8.0,,,,25.0,7.0,11.0,18.0,28.0,,,41.0,11.0,,3.0,,8.0,2.0,,13.0,,10.0,,,,1.0,2.0,,,6.0,,,,16.0,50.0,130.0,56.0,16.0,,2.0,,,,5.0,36.0,19.0,,,,,,,6.0,,,4.0,5.0,,1.0,5.0,3.0,13.0,,,,,,,,36.0,,,,3.0,,,,3.0,9.0,,15.0,4.0,4.0,19.0,,5.0,,2.0,16.0,,18.0,7.0,,25.0,,,2.0,36.0,20.0,,56.0,5.0,9.0,,18.0,,,10.0,,3.0,,13.0,5.0,,17.0,,,,18.0,50.0,3.0,,10.0,,,,,2.0,30.0,6.0,,4.0,4.0,,,,6.0,,3.0,,2.0,2.0,4.0,5.0,,2.0,13.0,,54.0,3.0,,47.0,6.0,6.0,,,8.0,2.0,2.0,1.0,,8.0,,,,,5.0,,,,10.0,,,2.0,6.0,,3.0,,63.0,,17.0,6.0,5.0,6.0,,4.0,22.0,,8.0,,9.0,,,118.0,63.0,,,3.0,3.0,5.0,,23.0,16.0,,12.0,17.0,2.0,,57.0,4.0,9.0,,2.0,,,,7.0,,25.0,,,2.0,2.0,4.0,,1.0,,13.0,2.0,39.0,,8.0,74.0,37.0,,7.0,,,2.0,31.0,14.0,,9.0,,,,,,6.0,6.0,,1.0,6.0,5.0,,,1.0,10.0,9.0,,,,,,3.0,,,,,15.0,,30.0,,,19.0,,,,19.0,3.0,,,,,30.0,,,,,,4.0,,4.0,3.0,27.0,,30.0,10.0,34.0,3.0,,2.0,,10.0,6.0,,,150.0,,,,,,7.0,,19.0,,1.0,4.0,10.0,40.0,13.0,1.0,,26.0,2.0,,4.0,4.0,11.0,8.0,12.0,,14.0,6.0,31.0,58.0,19.0,,,3.0,,,36.0,4.0,49.0,,,,3.0,11.0,2.0,13.0,,,29.0,13.0,0.0,,4.0,,,4.0,,34.0,13.0,,50.0,3.0,9.0,11.0,2.0,6.0,,,3.0,,2.0,,3379.0
Dalston Junction,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,13.0,,,,,,,,73.0,,93.0,,257.0,,,,91.0,,,,,,,,,,,,,,,15.0,38.0,,,,,,,,,,,7.0,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,9.0,,,,,,,,,,43.0,,,,,,34.0,83.0,,,186.0,,,,49.0,,18.0,,,10.0,,,,,,,,,,,,,769.0,,,,,,,7.0,,,,,159.0,,,,22.0,,,,19.0,25.0,,32.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,24.0,,,,,,,,,,,,5.0,,,,,,,,,,18.0,3.0,,,,,,,,,,,,28.0,15.0,,,,,,,,32.0,,,,11.0,,,,,,,,,,154.0,,83.0,,266.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,492.0,,,,,24.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,30.0,,,,,,,,,,54.0,16.0,,,70.0,,,,,,,,,,,371.0,,40.0,,,,,,,,,,3916.0
Dalston Kingsland,,6.0,,,,,,,2.0,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,6.0,,9.0,10.0,,,,,3.0,,54.0,,68.0,,137.0,,,,72.0,,,,,,,,,,,2.0,,,,,27.0,,,,,,,,,6.0,,,,,,,,51.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,19.0,,,6.0,,,,,,,,,,31.0,,,,,,24.0,151.0,,36.0,,,,,35.0,,13.0,,,7.0,,1.0,,,,,,,,,,4.0,582.0,,,,,,77.0,,,,,,,,,,16.0,,,6.0,13.0,18.0,,23.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,10.0,,,,,,,,,,,,,20.0,,,,,,,,,23.0,,,,,,,,,,,,,95.0,76.0,,59.0,,105.0,,,,7.0,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,6.0,491.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,39.0,,,,,,,,,,,6.0,9.0,,,39.0,10.0,,,50.0,,,,,,,,,,9.0,168.0,,28.0,,,,,5.0,,,,,2886.0
Debden,,,3.0,13.0,14.0,,,,,12.0,4.0,,1.0,17.0,,74.0,14.0,11.0,1.0,4.0,,,,1.0,4.0,6.0,9.0,15.0,,,23.0,6.0,,2.0,,4.0,,,7.0,,5.0,,,,4.0,,,,4.0,,,,9.0,26.0,64.0,25.0,,,,,,,,20.0,10.0,,,1.0,,,,4.0,,,2.0,,,,3.0,,7.0,,,,,,,,1.0,2.0,,,,,,,,5.0,,8.0,2.0,2.0,5.0,,3.0,,1.0,9.0,,10.0,1.0,,14.0,,,5.0,20.0,11.0,1.0,30.0,,5.0,,10.0,,,6.0,,2.0,,7.0,,,9.0,,,1.0,10.0,28.0,,,5.0,,,,,2.0,17.0,3.0,,2.0,3.0,,,,4.0,,,,,,,3.0,,1.0,7.0,,,,,26.0,3.0,3.0,,,1.0,1.0,1.0,,,4.0,,,,,3.0,,,,5.0,,,1.0,3.0,,2.0,,35.0,,9.0,,3.0,3.0,,,12.0,,6.0,,8.0,,,63.0,34.0,,,15.0,,3.0,,,9.0,,6.0,9.0,,,31.0,2.0,5.0,,1.0,,,2.0,4.0,,12.0,,,,1.0,,,,,7.0,,21.0,,5.0,41.0,21.0,,,,,,17.0,8.0,,3.0,,,,,,,3.0,,,3.0,,,,1.0,5.0,6.0,,1.0,,,,,,,,,8.0,,13.0,,,11.0,,,,11.0,3.0,,1.0,,,17.0,,,,,,5.0,,,2.0,14.0,,16.0,6.0,18.0,,,1.0,,5.0,3.0,,,82.0,,,,,,4.0,,10.0,,2.0,2.0,6.0,22.0,,,,14.0,,,,,,,1.0,,4.0,,17.0,32.0,,,,2.0,,,20.0,2.0,27.0,,,,,6.0,,7.0,,,13.0,,,,,0.0,,,,19.0,7.0,,26.0,,,6.0,,4.0,,,6.0,,,,1627.0
Denmark Hill,,8.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,7.0,,,,,,,,,,,,306.0,,,,12.0,,,,,,,,,,,,,,,58.0,85.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,23.0,,15.0,18.0,,,,21.0,,15.0,,,,,,,,,,,,,,,,152.0,,,,,,20.0,8.0,,,,,31.0,,,,34.0,,,,13.0,28.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,30.0,,,,,,,,,,,,6.0,,,,,,,,,,108.0,,,,,,,,,,,,,18.0,48.0,,,,,,,,,,,,12.0,,,,,,,,,,110.0,,81.0,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,33.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,28.0,,,,,,,11.0,,,65.0,17.0,,,,,,,,,,,,,,188.0,,33.0,,,,,,,,,,1846.0
Deptford Bridge,,,,,,10.0,,,,,,,,,,349.0,,,,,,5.0,,,,,,,,14.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,539.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,12.0,106.0,9.0,,,,,,,,11.0,,,,,,,,25.0,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,30.0,,,147.0,,,,,41.0,,,19.0,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,26.0,,10.0,7.0,,,,,,,,,,,,,,,,9.0,,11.0,,,,,,,71.0,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,15.0,,,,,267.0,,15.0,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,11.0,,,12.0,,24.0,,,,,,,,,,,,,,,,2487.0
Devons Road,4.0,,,,,13.0,,,,,,,,,,165.0,,,,,,2.0,,,,,,,,10.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,315.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,6.0,10.0,4.0,,,,,,,5.0,,,,,,,,,16.0,,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,4.0,,,,,,,64.0,,,10.0,,,,,24.0,,,9.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,21.0,,5.0,11.0,,,,,,,,,,,,,,,,4.0,,6.0,,,,,,,38.0,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,295.0,,13.0,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,8.0,,,6.0,,16.0,,,,,,,,,,,,,,,12.0,1388.0
